Accelerometer X Axis,Accelerometer Y Axis,Accelerometer Z Axis
-1.656787633895874,4.290409564971924,8.645462036132812
-1.623268723487854,4.311957359313965,8.678980827331543
-1.7381904125213623,4.256890773773193,8.75080680847168
-1.7549498081207275,4.247313976287842,8.729259490966797
-1.6711528301239014,4.285621166229248,8.664615631103516
-1.577778935432434,4.288015365600586,8.59997272491455
-1.5873557329177856,4.185064792633057,8.674192428588867
-1.6519991159439087,4.0964789390563965,8.683769226074219
-1.6759412288665771,4.003105163574219,8.647856712341309
-1.7166426181793213,4.1180267333984375,8.683769226074219
-1.702277421951294,4.031835556030273,8.736441612243652
-1.6950948238372803,4.125209331512451,8.640673637390137
-1.723825216293335,4.10366153717041,8.700529098510742
-1.644816517829895,4.146757125854492,8.667010307312012
-1.6304513216018677,4.067748546600342,8.549694061279297
-1.659181833267212,4.0964789390563965,8.588001251220703
-1.7142484188079834,3.998316764831543,8.547300338745117
-1.800439715385437,4.055777549743652,8.585607528686523
-1.7262194156646729,4.041412353515625,8.69334602355957
-1.699883222579956,4.0749311447143555,8.628703117370605
-1.6352397203445435,4.084507942199707,8.700529098510742
-1.742978811264038,4.089296340942383,8.647856712341309
-1.6927006244659424,4.027047157287598,8.640673637390137
-1.6280571222305298,4.122815132141113,8.688557624816895
-1.6208745241165161,4.146757125854492,8.683769226074219
-1.6376339197158813,4.225766181945801,8.662221908569336
-1.6376339197158813,4.122815132141113,8.688557624816895
-1.6903064250946045,4.065354347229004,8.62630844116211
-1.6376339197158813,4.141968727111816,8.56645393371582
-1.6639702320098877,4.036623954772949,8.588001251220703
-1.647210717201233,4.098873138427734,8.640673637390137
-1.678335428237915,4.173093795776367,8.645462036132812
-1.5873557329177856,4.230554580688477,8.681375503540039
-1.6280571222305298,4.182670593261719,8.5903959274292
-1.580173134803772,4.2329487800598145,8.65743350982666
-1.6663644313812256,4.0533833503723145,8.686163902282715
-1.6663644313812256,4.094084739685059,8.686163902282715
-1.7381904125213623,4.098873138427734,8.643068313598633
-1.647210717201233,4.110844135284424,8.621520042419434
-1.5945383310317993,4.163516521453857,8.664615631103516
-1.6160861253738403,4.1395745277404785,8.621520042419434
-1.6759412288665771,4.0749311447143555,8.583212852478027
-1.623268723487854,4.197035789489746,8.62630844116211
-1.625662922859192,4.122815132141113,8.561665534973145
-1.6280571222305298,4.101267337799072,8.547300338745117
-1.6304513216018677,4.079719543457031,8.525752067565918
-1.659181833267212,4.1611223220825195,8.65743350982666
-1.6615760326385498,4.094084739685059,8.583212852478027
-1.6639702320098877,4.062960147857666,8.633491516113281
-1.6855180263519287,4.223371982574463,8.688557624816895
-1.623268723487854,4.194641590118408,8.743624687194824
-1.6687586307525635,4.173093795776367,8.707711219787598
-1.656787633895874,4.213795185089111,8.635885238647461
-1.580173134803772,4.247313976287842,8.556877136230469
-1.5610195398330688,4.055777549743652,8.518569946289062
-1.4293384552001953,3.7158010005950928,8.554482460021973
-1.525106430053711,3.7612907886505127,8.578424453735352
-1.556231141090393,3.8163576126098633,8.7268648147583
-1.53707754611969,3.847482204437256,8.791508674621582
-1.5969325304031372,3.7828385829925537,8.927978515625
-1.7190368175506592,3.974374771118164,8.939949035644531
-1.702277421951294,4.041412353515625,8.848969459533691
-1.5538369417190552,3.9217023849487305,8.868123054504395
-1.4748282432556152,4.015076160430908,8.856152534484863
-1.4676456451416016,4.055777549743652,8.820239067077637
-1.3287819623947144,4.067748546600342,8.868123054504395
-1.3503297567367554,4.120420932769775,8.858546257019043
-1.4676456451416016,4.230554580688477,8.865729331970215
-1.4245500564575195,4.218583583831787,8.980650901794434
-1.4269442558288574,4.141968727111816,8.858546257019043
-1.4053963422775269,4.20421838760376,8.875306129455566
-1.3000515699386597,4.345476150512695,8.920795440673828
-1.1516109704971313,4.395754337310791,8.877699851989746
-1.1204863786697388,4.252102375030518,8.966285705566406
-1.0678139925003052,4.288015365600586,9.155426979064941
-1.137245774269104,4.326322555541992,9.299078941345215
-1.259350061416626,4.338293552398682,9.531316757202148
-1.4389152526855469,4.462791919708252,9.63187313079834
-1.359906554222107,4.501099109649658,9.610325813293457
-1.3623007535934448,4.613626480102539,9.490615844726562
-1.3886369466781616,4.623203277587891,9.72285270690918
-1.5729905366897583,4.886565685272217,9.995792388916016
-1.86508309841156,5.288791656494141,10.17296314239502
-1.7836803197860718,5.592854976654053,10.587160110473633
-1.6543933153152466,5.609614372253418,10.855310440063477
-1.5155296325683594,5.463568210601807,11.283872604370117
-1.4867992401123047,5.382165431976318,11.523292541503906
-1.4963760375976562,5.233725070953369,11.772290229797363
-1.5490485429763794,5.250484466552734,11.724405288696289
-1.400607943534851,5.4228668212890625,11.729193687438965
-1.158793568611145,5.013458251953125,11.350910186767578
-1.3215993642807007,5.322310447692871,11.109095573425293
-1.4652514457702637,5.815515995025635,11.027692794799805
-1.623268723487854,6.086060523986816,11.051634788513184
-1.259350061416626,6.088454723358154,11.183316230773926
-0.8571242094039917,6.356605529785156,10.800244331359863
-1.1180921792984009,5.588066577911377,10.771512985229492
-1.3407529592514038,5.552153587341309,11.025299072265625
-0.7924807667732239,5.978321552276611,11.025299072265625
-0.5027823448181152,5.817910194396973,10.714052200317383
-0.5195417404174805,5.329493045806885,10.891223907470703
-0.5889736413955688,4.965574264526367,10.702081680297852
-0.6177040338516235,4.908113479614258,10.35252857208252
-0.44532153010368347,5.044582843780518,9.945513725280762
-0.09576806426048279,5.188235282897949,9.610325813293457
0.17477671802043915,5.257667064666748,9.39245319366455
0.45250412821769714,5.214571475982666,9.27034854888916
0.47405192255973816,4.929661273956299,9.126696586608887
0.40222588181495667,4.680664539337158,8.925583839416504
0.47644615173339844,4.4723687171936035,8.7268648147583
0.6847416758537292,4.316745758056641,8.49941635131836
0.9313444495201111,4.256890773773193,8.300697326660156
1.0845733880996704,4.197035789489746,8.164227485656738
1.4413094520568848,4.225766181945801,8.003816604614258
1.6519991159439087,4.1874589920043945,7.920019149780273
1.7334020137786865,4.220977783203125,7.752425193786621
1.7908629179000854,4.20421838760376,7.6351094245910645
1.8794482946395874,4.132391929626465,7.4770917892456055
1.9297266006469727,4.223371982574463,7.237671852111816
2.1595699787139893,4.1395745277404785,6.797138690948486
2.2601263523101807,3.9695863723754883,6.744466304779053
2.3798365592956543,4.065354347229004,6.670246124267578
2.4612393379211426,4.110844135284424,6.411672115325928
2.516305923461914,4.122815132141113,6.236895561218262
2.7557260990142822,4.1180267333984375,5.940014362335205
2.851494312286377,4.2760443687438965,5.87776517868042
2.999934673309326,4.402936935424805,5.729324817657471
3.2154128551483154,4.331110954284668,5.521028995513916
3.380612850189209,4.256890773773193,5.451597213745117
3.4955344200134277,4.122815132141113,5.238513469696045
3.6343982219696045,4.173093795776367,5.207388877868652
3.708618402481079,4.168305397033691,5.145139217376709
3.801992416381836,4.261679172515869,5.1810526847839355
3.8139634132385254,4.32871675491333,5.094861030578613
3.799597978591919,4.2329487800598145,4.944026470184326
3.995922565460205,4.067748546600342,4.896142482757568
3.931279182434082,4.005499362945557,4.8267107009887695
3.971980571746826,3.928884983062744,4.757278919219971
4.036623954772949,3.9408559799194336,4.745307922363281
4.039018154144287,3.778050184249878,4.675876140594482
4.072536945343018,3.6535518169403076,4.592078685760498
4.089296340942383,3.5218706130981445,4.649539470672607
4.1611223220825195,3.442862033843994,4.687847137451172
4.240131378173828,3.3279404640197754,4.637568473815918
4.244919776916504,3.3662476539611816,4.733336925506592
4.311957359313965,3.4189200401306152,4.8267107009887695
4.323928356170654,3.2968156337738037,4.733336925506592
4.364629745483398,3.2154128551483154,4.644751071929932
4.28322696685791,3.1675288677215576,4.548983097076416
4.448426723480225,3.045424461364746,4.49870491027832
4.484339714050293,2.920926094055176,4.5154643058776855
4.5394062995910645,2.738966703414917,4.486733913421631
4.716577529907227,2.406172752380371,4.443638324737549
